id	en1	jp1	en2	jp2	level	similar
3387	moat	堀、城の周囲を囲む水の溝	There was a deep moat surrounding the castle.	城の周りには深い堀がありました。	2	[8309,7673,595,7479,6840]
3388	precept	教え、原則	He always adheres to the precept of honesty.	彼は常に誠実さの重要性という教えを守っています。	2	[3750,6187,5132,2111,7533]
3389	contemptible	軽蔑すべき、恥ずべき	His behavior was contemptible.	彼の行動は軽蔑すべきものでした。	2	[2886,8127,6215,7211,7824]
3390	adroit	巧妙な、器用な	He solved the problem very adroitly.	彼は非常に巧妙にその問題を解決しました。	2	[1609,5333,6499,6362,5299]
3391	effusive	心のこもった、感情的な表現をする様子	She gave us an effusive expression of her gratitude.	彼女は私たちに対する感謝の気持ちを心から伝えてくれました。	2	[7838,3633,8689,3141,4499]
3392	by any chance	ひょっとして、偶然に	Have you seen your friend by any chance?	ひょっとして、あなたの友達を見かけたことがありますか？	1	[637,9614,1603,9750,9384]
3393	pastime	娯楽、趣味	Reading is my favorite pastime.	読書は私の一番の娯楽です。	2	[1987,10101,568,9017,9416]
3394	praise A for B	賞賛する、褒める AをBのことで	Everyone praised him for his outstanding achievements.	彼は優れた成果を上げたので、みんなから賞賛されました。	1	[2467,3250,1174,3718,8826]
3395	think out	考える、思いつく	She thought out ideas for the new project.	彼女は新しいプロジェクトについてアイデアを考え出しました。	1	[254,8323,5253,2017,708]
3396	piety	敬虔、信心深さ	Her piety has inspired many people.	彼女の敬虔な態度は、多くの人に感銘を与えました。	2	[5600,5810,1812,4213,10675]
3397	moniker	名前、あだ名	"He uses the moniker ""Master of Sound"" in that book."	彼はその本で「マスター・オブ・サウンド」というあだ名を使っています。	2	[4994,10399,5302,10208,280]
3398	tear up	涙を流す、感情でいっぱいになる	I couldn't help but tear up during his emotional speech.	彼の感動的なスピーチによって、私は涙を流してしまった。	1	[2616,5987,3850,2848,9710]
3399	repressive	抑圧的な、制限を加える	He stood up against the repressive regime.	彼は抑圧的な政権に反対するために立ち上がりました。	2	[6692,1721,6548,8002,4774]
3400	be appropriate to	適切である、ふさわしい	The outfit is appropriate for the event.	このイベントにとって、その服装は適切です。	1	[6662,8740,4004,3407,5368]
3401	servile	奴隷のような、従順な	He displayed a very servile attitude towards his boss.	彼は上司に対して非常に従順な態度を見せた。	2	[8203,3602,1856,3278,2753]
3402	embroil in	巻き込む、混乱させる	He became embroiled in a political scandal.	彼は政治的なスキャンダルに巻き込まれてしまった。	1	[7006,6573,7662,8418,7816]
3403	pliant	柔軟な、従順な	She is very pliant and can adapt to any demands.	彼女は非常に柔軟で、どんな要求にも応じることができます。	2	[5755,2215,3456,2978,7070]
3404	meek	控えめな、従順な	He has a meek personality and always considers those around him.	彼は控えめな性格で、いつも周りに気を使っています。	2	[7332,5868,3990,1792,2770]
3405	beware of	注意する、気を付ける	Beware of slippery surfaces in this area.	この場所では滑りやすいので、注意してください。	1	[617,9300,7666,5063,4029]
3406	taciturn	無口な、口数が少ない	He is very taciturn, often leaving conversations unbroken.	彼は非常に無口で、会話が続かないことがよくあります。	2	[8437,4408,3091,1707,8830]
3407	out of place	場違いで、周囲と調和しない状態	He showed up in inappropriate attire, feeling completely out of place at the formal event.	彼はそのフォーマルな場に場違いな服装で現れました。	1	[8839,6109,2702,8740,3400]
3408	marquee	大きなテント、特にイベントのための装飾されたテント	A large marquee was set up in the garden for the wedding.	その結婚式のために、庭に大きなマルキーが設置されました。	2	[5895,65,246,5691,7701]
3409	insist on	主張する、強く要求する	He insisted on implementing the proposal.	彼はその提案を実行するよう強く主張しました。	1	[6342,3121,4136,3125,2355]
3410	montage	組み合わせ、特に映像や写真を使った技術的な編集手法	A wonderful montage was used in the movie's climax scene to express the emotions.	映画のクライマックスシーンでは、感情を表現するために素晴らしいモンタージュが使われました。	2	[1093,1569,45,5815,5269]
3411	tacky	安っぽい、みすぼらしい	The decoration looked a bit tacky.	そのデコレーションは少し安っぽく見えました。	2	[7023,5731,6384,4660,2874]
3412	interfere with	干渉する、妨げる	He asked me not to interfere with his plans.	彼は私の計画に干渉しないでほしいと言いました。	1	[1584,2696,9826,2832,4738]
3413	vociferous	大声で主張する、騒々しい	His vociferous opinions were very prominent during the meeting.	彼の意見は、会議中にとても騒々しくて目立っていました。	2	[2421,4694,5465,5994,2501]
3414	swallow up	飲み込む、呑み込む	His heart was swallowed up by fear when he heard the news.	そのニュースが聞こえたとき、彼の心は恐怖に飲み込まれた。	1	[2646,4235,3772,3022,3683]
3415	padlock	南京錠、施錠するためのロック装置	I bought a new padlock to keep my bicycle safe.	私は新しい南京錠を買って、自転車を安全に保管しました。	2	[1223,6597,112,2071,998]
3416	entrust A with B	委託する、託す	I entrusted him with my documents.	彼に私の書類を託しました。	1	[5758,2729,10847,915,5443]
3417	hail from	〜から来る、〜出身である	She hails from a small town in America.	彼女はアメリカの小さな町から来ています。	1	[1506,6441,9610,5745,7915]
3418	overcast	曇っている、雲に覆われた	It's overcast today, so it might rain.	今日は空が曇っているので、雨が降るかもしれません。	2	[9038,10080,8152,9040,9759]
3419	slip of the tongue	舌の滑り、うっかり言い間違えること	He had a clear slip of the tongue when he mistakenly said the wrong name in front of everyone.	彼は人前で名前を間違えて言ってしまい、明らかな舌の滑りをした。	1	[7387,2401,5944,1416,2366]
3420	parochial	狭い、限られた視野の、地方的な	I believe his perspective is very parochial.	彼の考え方は狭い範囲にとらわれていると思います。	2	[6097,10394,4078,5915,3593]
3421	all ears	すべての耳、注意深く聞いている状態	I'm all ears to hear your story.	私はあなたの話を注意深く聞いています。	1	[6521,2902,3490,4481,9890]
3422	spasm	痙攣、突然の筋肉の収縮	He felt pain from a spasm in his arm.	彼は腕の痙攣で痛みを感じました。	2	[4959,3038,844,1168,6875]
3423	pompous	堅苦しくてうぬぼれた、自己主張の強い	He always adopts a pompous attitude, flaunting his own importance.	彼は常に自分の重要性を誇示する、堅苦しい態度を取っています。	2	[3152,8826,3358,4401,2770]
3424	draw a line	線を引く、線を描く	He drew a line on the blackboard.	彼は黒板に線を引いた。	1	[9090,183,6795,7160,2113]
3425	vehement	激しい、強烈な	He had a vehement opposition to the issue.	彼はその問題に対して強い反対意見を持っていました。	2	[7075,6342,4182,3382,3753]
3426	periphery	周辺、外周部	He lives on the periphery of the city.	彼は都市の周辺に住んでいます。	2	[4958,3277,6666,6441,6821]
3427	take steps	対策を講じる、手段を取る	We need to take steps to address this issue immediately.	この問題を解決するために、早急に対策を講じる必要があります。	1	[1526,6429,4616,980,6757]
3428	complacent	自己満足に陥った、現状に満足するあまり向上心のない	He is complacent about his success and makes no effort to improve.	彼は成功に満足し過ぎて、何も努力しようとしない状態です。	2	[5640,895,4401,8246,2107]
3429	live off	生きるために何かを頼る、依存する	He lives off his parents' allowance.	彼は親からの仕送りで生活しています。	1	[3367,2116,1170,4987,7119]
3430	membrane	膜、細胞や器官を覆っている薄い層	The cell membrane separates the inside of the cell from the outside.	細胞膜は細胞の内部と外部を隔てています。	2	[10147,661,8221,9083,7330]
3431	nepotism	縁故主義、親族や友人を優遇すること	Nepotism is rampant in the company, making it difficult for capable individuals to get promoted.	その会社では、縁故主義が広まっているため、実力ある人が昇進できないことが多い。	2	[1677,7099,6158,3188,2912]
